id,menu-order,name,touchimage,bioimage,content
30,39,Blanche Knopf,30bknopf.jpg,b30bknopf.jpg,"<i>Photographed by Van Vechten April 4, 1932</i><br><br> A native New Yorker, Blanche Wolf Knopf met her husband, Alfred A. Knopf, in 1911 when he was a senior at Columbia University and an aspiring publisher. Blanche shared Alfred’s ambition to start a publishing house, and they were soon engaged. The two realized their goal in 1915, starting their press with $5,000 from Alfred A. Knopf’s father and space in his New York office. The couple married in 1916. <br><br> In the press’s early years, the Knopfs were involved in all aspects of the publishing process, from soliciting and editing manuscripts to designing and marketing books. From the beginning, Blanche was active in all areas of the business, including designing the Borzoi, a Russian wolfhound imprint marking Knopf titles. Blanche Knopf was soon vice president and director of the already thriving business and she earned a reputation as an influential and powerful editor. Throughout the more than 50 years Knopf worked in publishing, she was a force in shaping the American literary marketplace and the nature of American book publishing. During her tenure with the firm, Knopf published the work of 11 Nobel Prize winners as well as 18 Pulitzer Prize-winning titles. <br><br> Though Blanche Knopf is often associated with the European writers whose work she edited and published—Sigmund Freud, André Gide, Simone de Beauvoir and her close friend Albert Camus—she also worked closely with American writers including Willa Cather, H.L. Mencken, Langston Hughes, and Carl Van Vechten. In the 1920s, Van Vechten encouraged the Knopfs to publish the work of a number of talented African American writers, including Langston Hughes and Nella Larsen. By publishing the work of these influential writers, the Knopfs were important participants in and supporters of the literature of the Harlem Renaissance."
31,42,Rouben Mamoulian,31mamoulian.jpg,b31mamoulian.jpg,"<i>Photographed by Van Vechten November 7, 1935</i><br><br> Rouben Mamoulian made a lasting impact on American culture as the director of landmark musicals and movies. Born to a wealthy family in Tbilisi, Georgia, he began his career by studying experimental theater in Moscow and directing plays in London. He moved to the United States in 1923, when the philanthropist George Eastman recruited him to work for the newly formed American Opera Company in Rochester, New York. <br><br> Mamoulian’s first major success in the United States was Dubose and Dorothy Heyward’s <i>Porgy</i>, which he directed for the Theater Guild in 1927. Eight years later, he became the director of its wildly popular successor, the Gershwins’ <i>Porgy and Bess</i>. Scholars have recently rediscovered Mamoulian’s significant creative influence on the opera, including the fact that he wrote some of its most memorable lines. <br><br> Mamoulian was also a respected film director. His first movie, <i>Applause</i>(1929), launched a successful run of more than a dozen Hollywood films, many of which made pioneering use of Technicolor and new sound technologies. Both onscreen and on Broadway, Mamoulian focused on synthesizing sound and image in innovative ways. He played a key role in developing the integrated Broadway musical – works that combine music and story into a unified whole. As the director of <i>Oklahoma!</i> (1943) and <i>Carousel</i> (1945), he brought some of the era’s most successful musicals to life. <br><br>Mamoulian’s creative aesthetic, which he called “stylization,” rejected naturalism in favor of highly formalized acting, rhythmic vigor, and visual spectacle. To his mind, this aesthetic had a social purpose. As he once told an interviewer, “The world today is so full of violence, obscenity, war, the failure of political systems. I try to make movies that make people a bit more confident. But that doesn't mean being sugary. A film must have two elements - it must deal with the real world and show how it could be made better.”"
32,31,George Gershwin,32gershwin.jpg,b32gershwin.jpg,"<i>Photographed by Van Vechten March 28, 1933</i><br><br> George Gershwin described one of his most famous compositions, <i>Rhapsody in Blue</i>, as a “musical kaleidoscope of America, of our vast melting pot, of our unduplicated national pep, of our metropolitan madness.” These words capture the spirit of his music, which offers a vibrant sonic image of early-twentieth-century America. <br><br> Gershwin was a child of a complex, multiracial urban environment: born to Russian Jewish immigrant parents in Brooklyn, he played the piano from an early age and quit high school to work as a song plugger and Broadway rehearsal pianist. Along the way, he devoured a rich array of musical influences, from Tin Pan Alley tunes to French impressionism to the radical twelve-tone compositions of Schoenberg. He often worked in collaboration with his brother Ira, a lyricist. <br><br> African American music was at the heart of Gershwin’s myriad musical endeavors, which ranged from popular song to orchestral works to opera. <i>Blue Monday</i> (1922), an early work, is a small-scale opera about life in Harlem that included white singers in blackface. The perennially popular <i>Rhapsody in Blue </i>(1924) is a masterpiece of hybridity that merges syncopated rhythms with jazz harmonies, klezmer-inspired motifs, and lush melodic gestures. <i>Porgy and Bess</i> (1935) prompted J. Rosamond Johnson to praise Gershwin as “the Abraham Lincoln of Negro music.” Characterized as a “folk opera,” it engendered admiration and criticism in equal measure among contemporary audiences. White theatergoers valued the work for its apparent “authenticity,” while African American critics had a mixed response: many were wary of the way Gershwin employed racial stereotypes, but they also recognized that the opera provided unprecedented performance opportunities for black artists. Despite, or perhaps because of, such controversy, <i>Porgy and Bess</i> became a staple of the American repertoire. Tragically, Gershwin died just two years after the opera’s premiere, succumbing to a brain tumor at the age of 38."
33,43,Rose McClendon,33mcclendon.jpg,b33mcclendon.jpg,"<i>Photographed by Van Vechten November 19, 1935</i><br><br> Regarded as the “First Lady of the Stage,” Rose McClendon was one of the most celebrated African American actors of her generation. After moving to New York from South Carolina as a child, she gained her first acting experience in church plays. Her breakthrough performance came in 1926, when she received rave reviews for her minor role in <i>Deep River</i> on Broadway. Star turns in Paul Green’s <i>In Abraham’s Bosom</i>, Dubose Heyward’s <i>Porgy</i>, and Langston Hughes’s <i>Mulatto</i> made her the most eminent African American woman on the contemporary stage. The <i>New York Times</i> later noted that “scarcely an important play of Negro life was seen in New York that did not include her in its cast.” <br><br> The question of “what makes a Negro theatre” was at the forefront of McClendon’s professional life. In her view, successful black theater involved not simply the appearance of African Americans on stage, but also “plays that deal with Negroes, with Negro problems, with phases of Negro life, faithfully presented and accurately delineated.” She put these ideas into practice in her own work. A member of the advisory board of the Harlem Experimental Theater, McClendon explored directing and playwriting, co-authoring a play called <i>Taxi Fare</i> with Richard Bruce Nugent in 1931. In 1935, she and Dick Campbell co-founded the Negro People’s Theater, which she deemed “a cultural experiment…based upon a program of social realism.” Their goal was to create space for the establishment of a full-fledged black theatrical tradition. Subsequently, she helped create the Negro Units of the Federal Theater Project, including a Harlem-based unit that employed more than 500 African Americans. Her untimely death from pneumonia in 1936 meant she was never able to realize this goal fully, but her influence lived on through the Rose McClendon Players, which Campbell established in her memory."
34,35,Charles S. Johnson,34csjohnson.jpg,b34csjohnson.jpg,"<i>Photographed by Van Vechten April 25, 1947</i><br><br> Charles S. Johnson has been called an “entrepreneur of the Harlem Renaissance” due to his skill in promoting black cultural achievement and creating opportunities for African American artists and writers. A distinguished sociologist, he was confident in the ability of culture to combat racism and believed that artistic expression represented “the road to a new freedom” for African Americans. <br><br> Born and raised in Virginia, Johnson attended Virginia Union University, a historically black institution, before earning a Ph.D. in sociology from the University of Chicago in 1918, studying with Robert Park, a founder of the “Chicago School” of sociology. Following Chicago’s devastating 1919 riot, Johnson became the major author of the report <i>The Negro in Chicago</i>, which analyzed the deep roots of racial violence in the city. <br><br> Johnson moved to New York in 1921 to become research director of the National Urban League. He continued to direct research projects while becoming increasingly involved in the creative milieu of the Harlem Renaissance. In 1923, he founded and became the editor of <i>Opportunity</i>, the League’s journal. <i>Opportunity</i> proved a key platform for African American writers, and its literary contests helped launch the careers of Langston Hughes, Countée Cullen, Zora Neale Hurston, and many others. Johnson also hosted the landmark 1924 Civic Club dinner, which brought together African American literary stars and influential white publishers like Alfred Knopf. In 1928, Johnson left New York to teach at Fisk University; he eventually helped to recruit James Weldon Johnson and Aaron Douglas, as well as other exceptional faculty. In 1946, Johnson became the first African American president of Fisk. <br><br> Johnson maintained a lifelong faith in the power of art and scholarship to bring about social change, and some prominent black intellectuals, including W. E. B. Du Bois, critiqued him for being insufficiently radical in his demands for civil rights. Yet there is no doubt that Johnson made a significant impact through his commitment to scholarly research and his cultivation of black creative talent.  "
35,44,Richard Bruce Nugent,35nugent.jpg,b35nugent.jpg,"<i>Photographed by Van Vechten February 16, 1936</i><br><br>The artist and writer Richard Bruce Nugent was born in 1906 in Washington, D.C. to a socially elite African American family. After attending the city’s distinguished Dunbar High School, Nugent moved with his family to New York City at the age of 13. There, he worked as a bellhop and art apprentice while studying at the New York School of Industrial Arts and Traphagen School of Fashion. <br><br> A colorful personality and gifted conversationalist, Nugent established connections with many leading figures of the Harlem Renaissance. One of his mentors was Alain Locke, who published Nugent’s short story “Sahdji” in the anthology <i>The New Negro</i> (1925). Along with Langston Hughes, Wallace Thurman, Gwendolyn Bennett, Zora Neale Hurston, and others, Nugent was a major contributor to the short-lived journal <i>Fire!!</i> (1926). Although it folded after only one issue, <i>Fire!!</i> was of enormous symbolic importance. It rejected the conservative attitudes of an older generation of African American artists and their white patrons and declared that the younger generation, unencumbered by tradition, would chart new artistic territory. Nugent contributed two drawings and a short story, “Smoke, Lilies and Jade,” that depicted a romantic relationship between two men. Although certainly not the only gay man to occupy a prominent place in the Harlem Renaissance, Nugent was unusual among African American writers of the era for his openness about his sexuality. <br><br> Nugent was also involved in the performing arts: he appeared in the cast of <i>Porgy</i> (the precursor to <i>Porgy and Bess</i>), joined a ballet company, and danced in Hall Johnson’s “Negro Folk Drama” <i>Run, Little Chillun</i>. Later, he helped found the Harlem Cultural Council and continued to write and paint. During the last decades of his long life – he lived until 1987 – his sharp memory and wealth of brilliant stories made him a key source of firsthand information about the Harlem Renaissance. "
36,48,Noble Sissle,36sissle.jpg,b36sissle.jpg,"<i>Photographed by Van Vechten November 20, 1951</i><br><br>Noble Sissle wore many musical hats: composer, bandleader, singer, lyricist, and player of the “bandolin” (a banjo-mandolin hybrid). The son of a pastor and schoolteacher, he grew up singing in church choirs and glee clubs in Indianapolis. In 1915, Sissle began a musical partnership with Eubie Blake that would last for more than six decades. Initially, both men worked for James Reese Europe, the leader of New York’s famed Clef Club Orchestra. After Europe’s untimely death in 1918 – he was murdered by a deranged member of his orchestra – Sissle and Blake toured as the Dixie Duo, a vaudeville act. <br><br> The pair’s most significant contribution was the 1921 musical <i>Shuffle Along</i>. Langston Hughes called it the show “that gave a scintillating send-off to that Negro vogue in Manhattan.” The first musical of its era to feature a black cast and creative team, <i>Shuffle Along</i> ran for more than 500 performances. It was so popular that it shut down traffic on the block outside the Sixty-Third Street Theater on account of the teeming crowds gathered outside. Sissle and Blake wrote the score, while comedians Flournoy Miller and Aubrey Lyles wrote the book. If the story, a convoluted tale of a mayoral race in a southern town, did not stand the test of time, the music certainly did. Songs like “I’m Just Wild About Harry” and “Love Will Find A Way” have become standards, and the entire musical was reworked as a Broadway show in 2016. <br><br> Although Sissle and Blake never replicated the success of <i>Shuffle Along</i>, Sissle stayed active on the arts scene as a composer, recording artist, and community leader. In 1937, he became the first elected president of the Negro Actors Guild of America. In 1950, he was named the honorary mayor of Harlem, an indication of the lasting significance of his artistic work. "
37,46,Paul Robeson,37robeson.jpg,b37robeson.jpg,"<i>Photographed by Van Vechten January 10, 1936</i><br><br>Paul Robeson was a citizen-artist who used his voice to fight for justice. Exceptionally talented across a broad array of fields, he rose to international prominence, only to encounter relentless opposition to his radical politics. <br><br> The son of a former slave, Robeson was a star athlete who attended Rutgers on a football scholarship. He married Eslanda Goode, an author and activist, in 1920. Robeson first moved to Harlem to study law at Columbia, but, angered by racial discrimination in the legal profession, he pursued a career in theater instead. His first major roles were in two plays by Eugene O’Neill, <i>The Emperor Jones</i> and <i>All God’s Chillun Got Wings</i> in 1924. In 1930, he achieved a stunning success as the first black actor since Ira Aldridge to portray Othello when he performed the role opposite Peggy Ashcroft at the Savoy Theatre in London. Robeson’s inimitable singing – one critic described his as “a voice in which deep bells ring” – earned him further acclaim, especially for his performances of the spirituals and his signature song, “Ol’ Man River,” from the Jerome Kern and Oscar Hammerstein musical <i>Show Boat</i>.<br><br> When Robeson moved to Europe in the 1930s, he began to speak out vociferously against racism, fascism, and colonialism, and in favor of the Soviet Union. He used his celebrity to put pressure on American political leaders in the early years of the civil rights movement. But as rising anticommunist hysteria took hold in the United States, Robeson became one of its most visible victims. He was investigated by the House Un-American Activities Committee for his suspected ties to Communism, and in 1950 the State Department revoked his passport – a devastating blow that shattered his ability to earn an income. <br><br> Robeson once declared that artists “are the gatekeepers of truth. We are civilization’s radical voice.” He remained committed to this belief throughout his career. Yet years of hostility and intimidation took their toll on his physical and psychological health. Robeson retired from public life in 1963, living as a private citizen in Philadelphia until his death in 1976."
38,41,Gerri Major,38dismond.jpg,b38dismond.jpg,"<i>Photographed by Van Vechten March 22, 1935</i><br><br>A familiar and visible figure in the Harlem Renaissance, gossip columnist Gerri Major (also known as Geraldyn Dismond) reported on the Harlem social scene in <i>The Inter-State Tattler</i>, <i>The Amsterdam News</i>, <i>The Pittsburgh Courier</i>, and other African American papers. She spent several years as managing editor of the <i>Tattler</i>, a New York City newspaper that gave accounts of African American high society in Harlem, Chicago, and other cities.<br><br> Major graduated from the University of Chicago, married a doctor, and worked briefly as a teacher. During World War I, she was a major in the Red Cross. Eventually, Major left her husband, moved from Chicago to Harlem, and found her “true vocation, . . . delineating the social scene in a series of columns.”<br><br> Major was a regular at A’Lelia Walker’s salon, known as The Dark Tower, and her accounts of the comings and goings of Harlem’s artistic and intellectual set at these affairs were read widely. Glamorous and lovely, Major held many parties of her own and was sometimes referred to as “Harlem’s Hostess.” In 1928, Major opened the Geraldyn Dismond Bureau of Specialized Publicity, on 135th Street. She gave herself the title “Publicity Agent.” <br><br> In addition to her society journalism and work as a publicity specialist, Major was also a radio announcer. She became the first African American woman to host a regular show. Her program, “The Negro Achievement Hour,” aired first on WABC and later appeared on other area stations."
39,38,Alfred A. Knopf,39knopf.jpg,b39knopf.jpg,"<i>Photographed by Van Vechten March 31, 1935</i><br><br> Publisher Alfred A. Knopf was a major figure in the development of twentieth-century American literature. He and his wife, Blanche Wolf Knopf, met at Columbia University in 1911 and were married five years later. With the help of Alfred’s father, a successful advertising executive, the couple founded a publishing house in New York in 1915. They would both continue to work in publishing for over 50 years, shaping the course of American literary life. <br><br> Alfred A. Knopf, Inc. initially focused on publishing European and other international literature in translation, including works by authors from France, Russia, Lebanon, China, Sweden, Poland, and Norway. Their purview soon expanded to American writers, among them H. L. Mencken, Langston Hughes, and Willa Cather. The Knopf firm was additionally notable for its innovative approach to graphic design: rather than featuring a standardized design, dust jackets were designed to resonate with a particular book’s content. In this way, each physical book became a work of art in its own right. In partnership with Mencken, Alfred Knopf also founded the magazine <i>American Mercury</i> in 1925. <br><br> Knopf worked closely with a number of African American writers. He introduced his close friend, Carl Van Vechten, to Walter White; Van Vechten, in turn, introduced Knopf to writers including Langston Hughes and Nella Larsen. In 1927, Knopf republished James Weldon Johnson’s <i>The Autobiography of an Ex-Colored Man</i> with bold cover art by Aaron Douglas. The book had originally been released anonymously, and its reissue in the peak years of the Harlem Renaissance helped to revivify Johnson’s literary career. These business relationships were often social as well: Langston Hughes remembered that “For several pleasant years, [Van Vechten] gave an annual birthday party for James Weldon Johnson, young Alfred A. Knopf, Jr., and himself, for their birthdays fell on the same day.” "
40,32,Nora Holt,40holt.jpg,b40holt.jpg,"<i>Photographed by Van Vechten October 26, 1934</i><br><br> Nora Holt’s reputation is misleading; she was much more than just a rich party girl whose escapades were a staple of gossip columns. An accomplished singer and serious scholar of music, she was the first African American to earn a master of music degree. She also helped found the National Association of Negro Musicians, briefly published a magazine entitled <i>Music and Poetry</i>, and served as music critic for the <i>Chicago Defender</i>.<br><br> In spite of these successes, around Harlem in the 1920s Holt was known as a wild socialite who lived high on her inherited fortune. Her many marriages—Holt was named in <i>Ebony</i>’s 1949 article “Most Married Negroes”—attracted gossip, even among her friends. When she married Joseph L. Ray in 1923, the society papers described in detail Holt’s diamond earrings (six carats in each ear) and pearl-beaded dress. Carl Van Vechten was so taken with Holt that he used her as the model for Lasca Sartoris, a character in his controversial novel <i>Nigger Heaven</i>. Like Holt, Lasca Sartoris was a beautiful and wild young woman, a constant subject of conversation. <br><br> After years in Harlem, Holt moved to California, where she taught music in public high schools and owned a beauty parlor. She returned to New York in the 1940s and became a music critic first for the <i>Amsterdam News</i>, then for the <i>New York Courier</i>. Throughout the 1950s, and until her death in 1974, Holt remained an influential critic, producing and hosting radio programs highlighting the work of African American artists."
41,27,Richmond Barthé,41barthe.jpg,b41barthe.jpg,"<i>Photographed by Van Vechten September 23, 1939</i><br><br> Alain Locke admired the sculptor Richmond Barthé, his friend and protégé, for his “lifelong interest in the beauty and special idiom of Negro types.” Barthé, Locke wrote, “has taken us in all our variegated but yet very characteristic variety,” producing “the best documentation of the Negro in sculpture to date.” This generous assessment was shared by many of their contemporaries. By the late 1930s, he was the most widely exhibited black artist in the United States. Some of his best-known sculptures, such as those of Touissant L’Ouverture and Paul Robeson, depict iconic historic and contemporary personalities. Others, like <i>African Dancer</i> and <i>Blackberry Woman</i>, portray anonymous figures. <br><br> Barthé’s aesthetics were shaped by the intersections of his identity as a gay, Catholic artist of Creole heritage. He had a special affinity for the black male nude, a form he returned to over the course of his career. He also invoked religious subjects frequently, and often sculpted actors and dancers in a way that emphasized their movement, vibrancy, and dynamism. <br><br> Movement was as fundamental to Barthé’s life as it was to his art. Born in Mississippi and raised in New Orleans, he studied at the Art Institute of Chicago before moving to New York in 1929. There, he chose to set up his studio near Greenwich Village rather than Harlem, a decision that irked some fellow black artists, but also facilitated his fluid movement between the two neighborhoods’ divergent social circles. In 1949, at the height of his success in the United States, Barthé moved to Jamaica. His career continued to flourish, particularly after the Haitian government commissioned him to create several large-scale public works. After 20 years in the Caribbean, he journeyed to Switzerland, Spain, Italy, and, finally, California, where he died in 1989. "
42,40,Alain Leroy Locke,42locke.jpg,b42locke.jpg,"<i>Photographed by Van Vechten July 23, 1941</i><br><br> Alain Locke was an eminent public intellectual and a key architect of the Harlem Renaissance. Born in Philadelphia, Locke was an outstanding student who trained as an academic philosopher. As an undergraduate at Harvard, he studied with William James, George Santayana, and Josiah Royce. He later attended Oxford as the first African American Rhodes Scholar, returning to Harvard to earn a Ph.D. in 1918. A prolific scholar, he wrote on wide-ranging topics including critical pragmatism, aesthetics, value theory, pluralism, and philosophy of race. He also pursued a long and distinguished teaching career at Howard University. <br><br> Yet Locke is best known not as a philosopher, but as the “Dean of the Harlem Renaissance.” His signature contribution was to edit and publish <i>The New Negro: An Interpretation</i>. Published in 1925, the anthology epitomizes the diversity and vibrancy of the cultural moment. Its 38 contributors include many notable names: Aaron Douglas, Langston Hughes, Zora Neale Hurston, Jessie Fauset, Countée Cullen, James Weldon Johnson, and W. E. B. Du Bois. <i>The New Negro</i> also exemplifies the idea that a “Talented Tenth” – a coterie of skilled artists and writers – could represent an entire racial group. This concept was later critiqued as elitist and exclusionary. <br><br> There is no doubt, though, that <i>The New Negro</i> stands as an essential text of the Harlem Renaissance, and Locke as one of its most important participants. In his introductory essay to the volume, Locke summed up the grand significance of the phrase “New Negro” and the cultural moment he considered absolutely vital to the American future: <br><blockquote> The younger generation is vibrant with a new psychology; the new spirit is awake in the masses, and under the very eyes of the professional observers is transforming what has been a perennial problem into the progressive phases of contemporary Negro life. </blockquote>"
43,52,Elisabeth Welch,43welch.jpg,b43welch.jpg,"<i>Photographed by Van Vechten January 19, 1933</i><br><br> Like many African American performers of her time, singer Elisabeth Welch found greater success in Europe than in the United States. After starting her career in New York, Welch performed in popular clubs in Paris and London, and, later, in British films. Before leaving New York, however, Welch made her Broadway debut in the 1923 musical <i>Runnin’ Wild</i>, singing “Charleston,” the “theme song of the jazz age.” Welch was still in high school at the time.<br><br> After singing for years in European clubs and shows, Welch returned to New York to a club called the Royal Box in 1930. While performing there, she sang Cole Porter’s “Love for Sale,” a song featured in <i>The New Yorkers</i>, which had just opened on Broadway to mixed reviews. A friend of Porter’s heard Welch’s performance and convinced <i>The New Yorkers</i>’ producers to replace the white actress who sang the song in the show’s opening with Welch. “Love for Sale” became one of Welch’s most popular songs, and her performance in the New York production of the musical was the first of many appearances she would make in Porter’s productions. It also marked the beginning of a long friendship with Cole Porter.<br><br> Welch, who trained as a social worker before committing to a career in the theater, returned to England, where she enjoyed a long and varied career including work in the theater, on the radio, and in films. During World War II, she performed for British troops as a member of Sir John Gielgud’s company. Welch returned to New York in 1980 to appear in <i>Black Broadway</i>, a tribute to twentieth-century African American theater in New York City."
44,33,Langston Hughes,44hughes.jpg,b44hughes.jpg,"<i>Photographed by Van Vechten March 8, 1939</i><br><br> Unceasingly adventurous, powerfully influential, and always eclectic, Langston Hughes was among the most important writers of the Harlem Renaissance. He worked in virtually every genre, from poetry and short stories to journalism and opera libretti. No matter the medium, he was deeply attentive to the political implications of literary work, both his own and that of other black writers. <br><br> Hughes made his literary mark with the publication of “The Negro Speaks of Rivers” in <i>The Crisis</i> in 1921, when he was only 19 years old. The poem’s sophistication and historical resonance attracted the attention of W. E. B. Du Bois and Jessie Fauset, both of whom helped bolster Hughes’s reputation. With the help of Carl Van Vechten, Hughes published his first book of poetry, <i>The Weary Blues</i>, in 1926. His unprecedented ability to translate the rhythms and feelings of jazz and blues into poetic form – Van Vechten noted the work’s “highly deceptive air of spontaneous improvisation” – garnered widespread acclaim. <br><br> Though rooted in the African American experience, Hughes’s writing was also influenced by his international travels, which enabled him to connect life in the U.S. to global struggles against oppression. In 1923, he left New York on an Africa-bound freighter and eventually ended up in Paris, where he worked in a nightclub kitchen. Later, he traveled to the Soviet Union to contribute to a film about U.S. race relations (1932) and served as a war correspondent for the <i>Baltimore Afro-American</i> in Spain (1937). <br><br> In the 1926 essay “The Negro Artist and the Racial Mountain,” Hughes offered a manifesto that captured the essence of his artistic vision. He exhorted black artists to resist the “urge…toward whiteness” and celebrate the richness of black vernacular culture: “Let Paul Robeson singing ‘Water Boy,’ and Rudolph Fisher writing about the streets of Harlem, and Jean Toomer holding the heart of Georgia in his hands, and Aaron Douglas's drawing strange black fantasies cause the smug Negro middle class to turn from their white, respectable, ordinary books and papers to catch a glimmer of their own beauty.” "
45,29,Miguel Covarrubias,45covarrubias.jpg,b45covarrubias.jpg,"<i>Photographed by Van Vechten October 30, 1932</i><br><br> An artist who specialized in portraits and caricatures, Miguel Covarrubias was self-taught and extremely talented. When he moved from Mexico City to Harlem in 1923, the magazine <i>American Mercury</i> reported that he was dazzled by “the color, the rhythm, the incomparable vitality of Negro life, especially as it exists in the theatres, on the streets, in the cabarets.” He immediately became a favorite of magazine editors, and his art appeared in <i>Vanity Fair</i>, <i>The New Yorker</i>, and <i>Vogue</i>.<br><br> Covarrubias became part of the Harlem Renaissance largely via his relationships with white patrons, including Charlotte Osgood Mason and Carl Van Vechten. He contributed illustrations to Alain Locke’s <i>The New Negro</i> and created cover art for books by Langston Hughes, Taylor Gordon, and Zora Neale Hurston. His caricatures of African Americans, which he collected in the 1927 volume <i>Negro Drawings</i>, exaggerated their subjects’ racialized features and tended to portray certain “types”: musicians, dancers, waiters, and so on. Among African American critics, his work attracted a great deal of controversy: Langston Hughes admired him as “the only artist I know whose Negro things have a Blues touch about them,” while W. E. B. Du Bois once wrote, “I think I could exist quite happily if Covarrubias had never been born.”<br><br> Covarrubias’s longstanding interest in folk art gradually blossomed into a broader inquiry into culture and anthropology. He and his wife, the Broadway actress Rosa Rolanda, traveled to Bali on their honeymoon in 1930; he returned there several more times before publishing the bestselling anthropological study <i>Island of Bali</i> in 1937. His subsequent work, on indigenous peoples in Mexico and pre-Columbian art, was the result of years of scholarly research. In the late 1930s, Covarrubias returned to Mexico to teach at the National School of Anthropology and History."
46,53,Walter White,46white.jpg,b46white.jpg,"<i>Photographed by Van Vechten July 12, 1938</i><br><br>Walter White made a lasting impact on the early civil rights movement through his leadership of the National Association for the Advancement of Colored People (NAACP). He was born in Atlanta to formerly enslaved parents who ensured that their seven children each received an excellent education. After graduating from Atlanta University in 1916, White began a local chapter of the NAACP in his hometown. He was soon recruited by James Weldon Johnson to move to New York City and become an assistant secretary for the organization in 1918. Although initially skeptical of pursuing a career in activism, White quickly came to find value in the work. By 1931, he had ascended to the NAACP’s top post of executive secretary – a position he would retain until his death in 1955. <br><br> White’s light skin tone, blond hair, and blue eyes – he wrote in his autobiography that the “traits of my race are nowhere visible upon me” – meant that he could pass as white. Taking advantage of his appearance, he often risked his life by going undercover to investigate lynchings and other acts of antiblack violence. His work allowed the NAACP to access otherwise unknowable details of these violent acts, and White reported his disturbing findings in the organization’s official magazine, <i>The Crisis</i>. In addition to antilynching activism, the NAACP also made pioneering strides during White’s tenure toward the elimination of all-white primaries, poll taxes, and de jure segregation. <br><br> Like many prominent African American leaders of the era, White was deeply involved in cultural politics as well. He authored several books with political resonances. These included the novel <i>Fire in the Flint</i> (1924), which described the lynching of a black physician, and the nonfiction work <i>A Rising Wind</i> (1945), which detailed acts of discrimination against black soldiers during World War II. "
47,34,Harold Jackman,47jackman.jpg,b47jackman.jpg,"<i>Photographed by Van Vechten September 11, 1932</i><br><br> Harold Jackman is often remembered for his close friendships with prominent writers, especially the poet Countée Cullen, and for being “the handsomest man in Harlem.” Yet as a teacher, arts patron, writer, model, and collector, Jackman was also a significant figure in his own right. <br><br> Born in London to a Barbadian mother and German father, Jackman emigrated to New York as a young child. He was in high school when he met Cullen, with whom he would remain dear friends until Cullen’s death in 1946. The two men were so close that when Jackman accompanied Cullen on his honeymoon after Cullen’s marriage to Yolande Du Bois (W. E. B. Du Bois’s daughter), tongue-in-cheek newspaper headlines proclaimed “Groom Sails With Best Man.” Although neither man was openly gay, both Cullen and Jackman were part of Harlem’s underground queer community, and Jackman often attended the legendary Hamilton Lodge Balls, “drag balls” which took place throughout the 1920s. <br><br> Jackman was ensconced in the artistic circles of the Harlem Renaissance. He inspired characters in Carl Van Vechten’s controversial novel <i>Nigger Heaven</i> and Wallace Thurman’s <i>Infants of the Spring</i>. A prolific letter writer, he corresponded with a variety of artists, including Gwendolyn Bennett, Langston Hughes, Nella Larsen, and Zora Neale Hurston. He also worked as a model, directed a play by Georgia Douglas Johnson, and contributed to literary journals including <i>New Challenge</i> and <i>Phylon</i>. All the while, he worked as a social studies teacher in the New York City public schools for over 30 years. <br><br> Jackman assisted Van Vechten in compiling materials for the James Weldon Johnson Memorial Collection at Yale University, and he also established the Countée Cullen-Harold Jackman Memorial Collection at Clark Atlanta University. His dedication to documenting and collecting African American culture was perhaps his most influential and enduring contribution. "
48,49,Arthur Spingarn,48spingarn.jpg,b48spingarn.jpg,"<i>Photographed by Van Vechten January 26, 1940</i><br><br> Lawyer and activist Arthur Spingarn was a leading voice in the struggle for civil rights. A native New Yorker and member of a prominent Jewish family, he attended law school at Columbia University. From the beginning of his legal career, he prioritized the issue of racial justice, and he was unusual among white Americans in his early support of W. E. B. Du Bois’s then-radical demands for black civil rights. During World War I, Spingarn served as a captain in the U.S. Army, in which capacity he protested discriminatory treatment of African American soldiers. <br><br> In 1911, Spingarn was appointed vice president of the NAACP and chairman of its national legal committee, which aimed to combat “injustice in the courts as it affects the Negro.” He helped craft the group’s legal strategy, which focused on challenging racial discrimination in education, housing, and employment. His brother, Joel Elias Spingarn, was also a dedicated activist and NAACP leader who served as chairman of the board and treasurer before becoming the organization’s president. Arthur Spingarn succeeded Joel as president in 1940, and continued to serve in that position until 1966. For 49 years, Arthur Spingarn also worked pro bono as W. E. B. Du Bois’s personal lawyer. <br><br> Both Spingarn brothers were deeply interested in literature and culture, and he actively supported the work of black writers and artists during the Harlem Renaissance. Joel and his wife Amy Spingarn sponsored annual literary prizes given by <i>The Crisis</i>. From 1931 until 1968, Arthur wrote an annual review of books by African American authors for <i>The Crisis</i>. An avid book collector, he joined bibliographic societies in London, Oxford, Cambridge, and Virginia. In 1965, he sold his extensive collection of books, pamphlets and other writings related to the African American experience to Howard University. These materials became the basis for the Moorland-Spingarn Research Center, one of the most important archives of black culture in the United States. "
